Report ID,datetime,hour,weekday,day_night,Crime Type,crime_category,Description,Status,Location,Full Address,Latitude,Longitude
251714,2025-03-25 22:30:00,22,Tuesday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR X9,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,BRISCOE QUAD,"BRISCOE QUAD, Bloomington, IN",39.1784385,-86.5199643
251712,2025-04-07 21:44:00,21,Monday,Night,Misdemeanor,Other,OPERATING WHILE INTOXICATED,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251711,2025-04-06 18:45:00,18,Sunday,Night,Larceny,Other,POSSESS COCAINE OR NARCOTIC DRUG,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251711,2025-04-06 18:45:00,18,Sunday,Night,Larceny,Larceny,POSSESSION OF PARAPHERNALIA,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251711,2025-04-06 18:45:00,18,Sunday,Night,Larceny,Larceny,"POSSESSION SCHEDULE I, II, III, IV, V",INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251710,2025-04-06 02:00:00,2,Sunday,Night,Larceny,Larceny,POSSESSION OF PARAPHERNALIA,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251710,2025-04-06 02:00:00,2,Sunday,Night,Larceny,Larceny,POSSESSION MARIJUANA/HASH OIL/HASHISH/SALVIA,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251710,2025-04-06 02:00:00,2,Sunday,Night,Larceny,Larceny,"POSSESSION SCHEDULE I, II, III, IV, V",INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251706,2025-04-08 08:57:00,8,Tuesday,Day,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,OPEN CASE,BECK CHAPEL,"BECK CHAPEL, Bloomington, IN",39.1670701,-86.5218877
251703,2025-04-08 00:12:00,0,Tuesday,Night,Trespassing,Trespassing,CRIMINAL TRESPASS,SUSPECT ARRESTED,WYLIE HALL,"WYLIE HALL, Bloomington, IN",39.166488,-86.523562
251702,2025-04-07 18:45:00,18,Monday,Night,Theft,Theft,ALL OTHER THEFT LESS THAN $750,OPEN CASE,SEMBOWER RECREATIONAL FIELD,"SEMBOWER RECREATIONAL FIELD, Bloomington, IN",39.1769175,-86.517655
251697,2025-04-03 16:00:00,16,Thursday,Day,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,OPEN CASE,DELTA TAU DELTA,"DELTA TAU DELTA, Bloomington, IN",39.1818667,-86.5124607
251696,2025-04-07 10:00:00,10,Monday,Day,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,FOSTER HARPER HALL,"FOSTER HARPER HALL, Bloomington, IN",39.175024,-86.5181001
251694,2025-04-06 17:26:00,17,Sunday,Day,Misdemeanor,Other,DISORDERLY CONDUCT,SUSPECT ARRESTED,500 BLK E KIRKWOOD,"500 BLK E KIRKWOOD, Bloomington, IN",39.1665462,-86.5282358
251694,2025-04-06 17:26:00,17,Sunday,Day,Larceny,Other,PUBLIC INTOXICATION BY ALCOHOL,SUSPECT ARRESTED,500 BLK E KIRKWOOD,"500 BLK E KIRKWOOD, Bloomington, IN",39.1665462,-86.5282358
251688,2025-03-28 18:00:00,18,Friday,Night,Theft,Other,BURGLARY,OPEN CASE,STUDENT SERVICES,"STUDENT SERVICES, Bloomington, IN",39.169574,-86.5385549
251687,2025-03-30 00:00:00,0,Sunday,Night,Stalking,Stalking,STALKING - CLERY,INVESTIGATED BY OTHER AGENCY,FOREST QUAD,"FOREST QUAD, Bloomington, IN",39.164555,-86.5129405
251672,2025-04-01 07:05:00,7,Tuesday,Day,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,HERMAN B WELLS LIBRARY,"HERMAN B WELLS LIBRARY, Bloomington, IN",39.1710061,-86.5167997
251668,2025-04-06 01:12:00,1,Sunday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,OPEN CASE,MCNUTT QUAD,"MCNUTT QUAD, Bloomington, IN",39.1762905,-86.5201909
251665,2025-04-05 11:41:00,11,Saturday,Day,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,NO ARREST,LOWELL E BAIER HALL,"LOWELL E BAIER HALL, Bloomington, IN",39.1657702,-86.5177303
251665,2025-04-05 11:41:00,11,Saturday,Day,Trespassing,Trespassing,CRIMINAL TRESPASS,PROBABLE CAUSE FILED,LOWELL E BAIER HALL,"LOWELL E BAIER HALL, Bloomington, IN",39.1657702,-86.5177303
251664,2025-04-02 15:55:00,15,Wednesday,Day,Theft,Theft,ALL OTHER THEFT LESS THAN $750,OPEN CASE,WRIGHT EDUCATION BUILDING,"WRIGHT EDUCATION BUILDING, Bloomington, IN",39.1671809,-86.5124702
251660,2025-04-04 19:10:00,19,Friday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,VICTIM DECLINED TO PROSECUTE,SRSC,"SRSC, Bloomington, IN",39.1735239,-86.5124023
251659,2025-04-04 18:05:00,18,Friday,Night,Theft,Theft,"THEFT FROM BUILDING $750-$49,999",OPEN CASE,BILL GARRETT FIELDHOUSE,"BILL GARRETT FIELDHOUSE, Bloomington, IN",39.1692551,-86.5208279
251656,2025-04-02 23:00:00,23,Wednesday,Night,Theft,Other,BURGLARY,OPEN CASE,THETA CHI,"THETA CHI, Bloomington, IN",39.1820148,-86.5114184
251653,2025-04-04 14:51:00,14,Friday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,SUSPECT ARRESTED,3RD STREET/WEST OF EAGLESON,"3RD STREET/WEST OF EAGLESON, Bloomington, IN",39.1642425,-86.5030618
251649,2025-03-23 17:00:00,17,Sunday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,13TH STREET PARKING LOT,"13TH STREET PARKING LOT, Bloomington, IN",39.1751984,-86.5235641
251648,2025-04-02 20:00:00,20,Wednesday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,MCNUTT QUAD,"MCNUTT QUAD, Bloomington, IN",39.1762905,-86.5201909
251643,2025-04-04 07:13:00,7,Friday,Day,Sexual Exploitation,Other,CHILD EXPLOITATION,SUSPECT ARRESTED,TETER QUAD,"TETER QUAD, Bloomington, IN",39.1704913,-86.5129409
251643,2025-04-04 07:13:00,7,Friday,Day,Larceny,Larceny,POSSESSION OF CHILD PORNOGRAPHY,SUSPECT ARRESTED,TETER QUAD,"TETER QUAD, Bloomington, IN",39.1704913,-86.5129409
251643,2025-04-04 07:13:00,7,Friday,Day,Misdemeanour,Other,DISTRIBUTION OF AN INTIMATE IMAGE,SUSPECT ARRESTED,TETER QUAD,"TETER QUAD, Bloomington, IN",39.1704913,-86.5129409
251632,2025-04-03 20:55:00,20,Thursday,Night,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A AN INJURY CRASH,OPEN CASE,10TH STREET/WEST OF EAGLESON,"10TH STREET/WEST OF EAGLESON, Bloomington, IN",39.1670668,-86.5160631
251631,2025-04-02 11:30:00,11,Wednesday,Day,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,TETER QUAD,"TETER QUAD, Bloomington, IN",39.1704913,-86.5129409
251625,2025-04-03 01:58:00,1,Thursday,Night,Stalking,Stalking,STALKING - CLERY,OPEN CASE,3RD STREET/WEST OF EAGLESON,"3RD STREET/WEST OF EAGLESON, Bloomington, IN",39.1642425,-86.5030618
251623,2025-04-02 19:45:00,19,Wednesday,Night,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,ATHLETIC/PURPLE LOT,"ATHLETIC/PURPLE LOT, Bloomington, IN",39.1846529,-86.5261418
251621,2025-03-30 00:00:00,0,Sunday,Night,Fraud,Fraud,FRAUD - CREDIT CARD,OPEN CASE,CROSSTOWN SHOP CTR,"CROSSTOWN SHOP CTR, Bloomington, IN",39.171631,-86.511467
251620,2025-04-03 14:30:00,14,Thursday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,VICTIM DECLINED TO PROSECUTE,EAST PARKING GARAGE,"EAST PARKING GARAGE, Bloomington, IN",39.163388,-86.5218225
251619,2024-08-01 08:00:00,8,Thursday,Day,Stalking,Stalking,STALKING - CLERY,NO ARREST,MIES VAN DER ROHE BUILDING,"MIES VAN DER ROHE BUILDING, Bloomington, IN",39.1691634,-86.5164428
251617,2025-04-03 11:18:00,11,Thursday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,VICTIM DECLINED TO PROSECUTE,ROTC,"ROTC, Bloomington, IN",39.169574,-86.5385549
251616,2025-04-02 21:00:00,21,Wednesday,Night,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,UNION STREET/SOUTH OF 10TH,"UNION STREET/SOUTH OF 10TH, Bloomington, IN",39.1716284,-86.5094556
251596,2025-04-02 15:30:00,15,Wednesday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,46 BYPASS/NORTH OF 17TH STREET,"46 BYPASS/NORTH OF 17TH STREET, Bloomington, IN",39.1797415,-86.5073028
251593,2024-12-07 00:00:00,0,Saturday,Night,Assault,Assault,BATTERY NO INJURY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,PHI GAMMA DELTA,"PHI GAMMA DELTA, Bloomington, IN",39.169775,-86.5237796
251592,2024-10-01 00:00:00,0,Tuesday,Night,Stalking,Stalking,STALKING - CLERY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,BRISCOE QUAD,"BRISCOE QUAD, Bloomington, IN",39.1784385,-86.5199643
251592,2024-10-01 00:00:00,0,Tuesday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,BRISCOE QUAD,"BRISCOE QUAD, Bloomington, IN",39.1784385,-86.5199643
251588,2024-12-06 00:00:00,0,Friday,Night,Assault,Other,STRANGULATION,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,PHI SIGMA KAPPA,"PHI SIGMA KAPPA, Bloomington, IN",39.1775679,-86.5117979
251588,2024-12-06 00:00:00,0,Friday,Night,Assault,Assault,DOMESTIC BATTERY NO OR MINOR BODILY INJURY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,PHI SIGMA KAPPA,"PHI SIGMA KAPPA, Bloomington, IN",39.1775679,-86.5117979
251585,2025-04-01 20:00:00,20,Tuesday,Night,Theft,Theft,THEFT FROM MOTOR VEHICLE LESS THAN $750,OPEN CASE,MUSIC PRACTICE BLDG,"MUSIC PRACTICE BLDG, Bloomington, IN",39.1637768,-86.5194165
251583,2025-04-02 01:15:00,1,Wednesday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,FOSTER MAGEE HALL,"FOSTER MAGEE HALL, Bloomington, IN",39.1758521,-86.5172297
251577,2025-04-01 11:00:00,11,Tuesday,Day,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,TULIP TREE APTS.,"TULIP TREE APTS., Bloomington, IN",39.1725719,-86.5050624
251576,2025-04-01 16:30:00,16,Tuesday,Day,Theft,Theft,ALL OTHER THEFT LESS THAN $750,NO ARREST,HODGE HALL (BUSINESS BUILDING),"HODGE HALL (BUSINESS BUILDING), Bloomington, IN",39.1723943,-86.5184268
251571,2025-04-01 15:33:00,15,Tuesday,Day,Larceny,Larceny,ODOR OF MARIJUANA,FAILED TO LOCATE,HERMAN B WELLS LIBRARY,"HERMAN B WELLS LIBRARY, Bloomington, IN",39.1710061,-86.5167997
251569,2025-02-24 23:00:00,23,Monday,Night,Fraud,Fraud,FRAUD,OPEN CASE,WALNUT GROVE CENTER - CHESTNUT,"WALNUT GROVE CENTER - CHESTNUT, Bloomington, IN",39.1765803,-86.5204588
251568,2025-04-01 13:45:00,13,Tuesday,Day,Theft,Theft,ALL OTHER THEFT LESS THAN $750,OPEN CASE,IMU PAY LOT #2,"IMU PAY LOT #2, Bloomington, IN",39.1677781,-86.5236605
251564,2025-03-29 03:05:00,3,Saturday,Night,Assault,Assault,BATTERY WITH MINOR INJURY,INVESTIGATED BY OTHER AGENCY,DUNN STREET/SOUTH OF 10TH,"DUNN STREET/SOUTH OF 10TH, Bloomington, IN",39.1873904,-86.5284676
251564,2025-03-29 03:05:00,3,Saturday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,INVESTIGATED BY OTHER AGENCY,DUNN STREET/SOUTH OF 10TH,"DUNN STREET/SOUTH OF 10TH, Bloomington, IN",39.1873904,-86.5284676
251561,2025-04-01 02:30:00,2,Tuesday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,FOREST QUAD,"FOREST QUAD, Bloomington, IN",39.164555,-86.5129405
251560,2025-03-29 00:32:00,0,Saturday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,OPEN CASE,SPEA,"SPEA, Bloomington, IN",39.1725608,-86.5177669
251555,2025-03-31 13:50:00,13,Monday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,LAW LANE/WEST OF EAGLESON,"LAW LANE/WEST OF EAGLESON, Bloomington, IN",39.1731745,-86.5142907
251554,2025-03-27 00:00:00,0,Thursday,Night,Sexual Assault,Assault,SEXUAL BATTERY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,GLOBAL AND INTERNATIONAL STUDIES,"GLOBAL AND INTERNATIONAL STUDIES, Bloomington, IN",39.1700079,-86.5174222
251553,2025-03-27 16:00:00,16,Thursday,Day,Sexual Assault,Assault,RAPE – SEXUAL ASSAULT WITH AN OBJECT,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,ALL OTHER FRATERNITY/SORO,"ALL OTHER FRATERNITY/SORO, Bloomington, IN",39.169574,-86.5385549
251553,2025-03-27 16:00:00,16,Thursday,Day,Sexual Assault,Assault,SEXUAL BATTERY X2,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,ALL OTHER FRATERNITY/SORO,"ALL OTHER FRATERNITY/SORO, Bloomington, IN",39.169574,-86.5385549
251552,2025-01-13 00:00:00,0,Monday,Night,Sexual Assault,Sexual Assault,RAPE - INTERCOURSE,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,WILLKIE HALL,"WILLKIE HALL, Bloomington, IN",39.1661675,-86.5106177
251552,2025-01-13 00:00:00,0,Monday,Night,Assault,Assault,DOMESTIC BATTERY NO OR MINOR BODILY INJURY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,WILLKIE HALL,"WILLKIE HALL, Bloomington, IN",39.1661675,-86.5106177
251552,2025-01-13 00:00:00,0,Monday,Night,Assault,Assault,INTIMIDATION,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,WILLKIE HALL,"WILLKIE HALL, Bloomington, IN",39.1661675,-86.5106177
251549,2025-03-31 11:10:00,11,Monday,Day,Assault,Assault,INTIMIDATION,OPEN CASE,IMU PAY LOT #1,"IMU PAY LOT #1, Bloomington, IN",39.1677781,-86.5236605
251529,2025-03-31 07:00:00,7,Monday,Day,Trespassing,Trespassing,CRIMINAL TRESPASS,SUSPECT ARRESTED,INDIANA MEMORIAL UNION,"INDIANA MEMORIAL UNION, Bloomington, IN",39.1677781,-86.5236605
251526,2025-03-30 18:30:00,18,Sunday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,MCNUTT QUAD,"MCNUTT QUAD, Bloomington, IN",39.1762905,-86.5201909
251521,2025-03-30 05:04:00,5,Sunday,Night,Fraud,Other,FALSE REPORTING/FALSE INFORMING,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,ASHTON MOFFAT HALL,"ASHTON MOFFAT HALL, Bloomington, IN",39.1712469,-86.5113733
251520,2025-03-30 03:15:00,3,Sunday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,ALL OTHER OPEN AREAS - BLOOMINGTON,"ALL OTHER OPEN AREAS - BLOOMINGTON, Bloomington, IN",39.169574,-86.5385549
251519,2025-03-30 01:58:00,1,Sunday,Night,Misdemeanor,Other,OPERATING WHILE INTOXICATED - .08,SUSPECT ARRESTED,7TH STREET/WEST OF EAGLESON,"7TH STREET/WEST OF EAGLESON, Bloomington, IN",39.1670668,-86.5160631
251519,2025-03-30 01:58:00,1,Sunday,Night,Misdemeanor,Other,OPERATING WHILE INTOXICATED - ENDANGERMENT,SUSPECT ARRESTED,7TH STREET/WEST OF EAGLESON,"7TH STREET/WEST OF EAGLESON, Bloomington, IN",39.1670668,-86.5160631
251519,2025-03-30 01:58:00,1,Sunday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,SUSPECT ARRESTED,7TH STREET/WEST OF EAGLESON,"7TH STREET/WEST OF EAGLESON, Bloomington, IN",39.1670668,-86.5160631
251518,2025-03-30 01:20:00,1,Sunday,Night,Theft,Larceny,POSSESSION OF STOLEN PROPERTY,NO ARREST,INDIANA MEMORIAL UNION,"INDIANA MEMORIAL UNION, Bloomington, IN",39.1677781,-86.5236605
251518,2025-03-30 01:20:00,1,Sunday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,SUSPECT ARRESTED,INDIANA MEMORIAL UNION,"INDIANA MEMORIAL UNION, Bloomington, IN",39.1677781,-86.5236605
251517,2025-03-30 00:20:00,0,Sunday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,FOSTER BACK LOT,"FOSTER BACK LOT, Bloomington, IN",39.169574,-86.5385549
251516,2025-03-29 20:00:00,20,Saturday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,WALNUT GROVE CENTER - PERSIMMON,"WALNUT GROVE CENTER - PERSIMMON, Bloomington, IN",39.1765803,-86.5204588
251513,2025-03-29 16:24:00,16,Saturday,Day,Larceny,Larceny,ODOR OF MARIJUANA,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,FOREST QUAD,"FOREST QUAD, Bloomington, IN",39.164555,-86.5129405
251511,2025-03-29 14:33:00,14,Saturday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,BRISCOE QUAD BACK LOT,"BRISCOE QUAD BACK LOT, Bloomington, IN",39.1784385,-86.5199643
251506,2025-03-29 11:50:00,11,Saturday,Day,Misdemeanour,Other,CRIMINAL RECKLESSNESS,OPEN CASE,TETER QUAD EXTERIOR GROUNDS,"TETER QUAD EXTERIOR GROUNDS, Bloomington, IN",39.1704913,-86.5129409
251502,2025-03-29 02:06:00,2,Saturday,Night,Assault,Assault,BATTERY BY BODILY WASTE WITHOUT INJURY,OPEN CASE,EAGLESON AVE NORTH OF 10TH ST,"EAGLESON AVE NORTH OF 10TH ST, Bloomington, IN",39.1670668,-86.5160631
251500,2025-03-29 02:06:00,2,Saturday,Night,Assault,Assault,BATTERY NO INJURY,OPEN CASE,EAGLESON AVE NORTH OF 10TH ST,"EAGLESON AVE NORTH OF 10TH ST, Bloomington, IN",39.1670668,-86.5160631
251499,2025-03-29 01:33:00,1,Saturday,Night,Assault,Assault,BATTERY WITH MINOR INJURY,OPEN CASE,EIGENMANN HALL,"EIGENMANN HALL, Bloomington, IN",39.1711586,-86.5088046
251498,2025-03-29 01:33:00,1,Saturday,Night,Assault,Assault,BATTERY WITH MINOR INJURY,OPEN CASE,EIGENMANN HALL,"EIGENMANN HALL, Bloomington, IN",39.1711586,-86.5088046
251496,2025-03-29 01:20:00,1,Saturday,Night,Sexual Assault,Assault,SEXUAL BATTERY,OPEN CASE,ASHTON CENTER EXTERIOR GROUNDS,"ASHTON CENTER EXTERIOR GROUNDS, Bloomington, IN",39.1705136,-86.5117903
251496,2025-03-29 01:20:00,1,Saturday,Night,Stalking,Stalking,STALKING - CLERY,OPEN CASE,ASHTON CENTER EXTERIOR GROUNDS,"ASHTON CENTER EXTERIOR GROUNDS, Bloomington, IN",39.1705136,-86.5117903
251493,2025-03-28 23:53:00,23,Friday,Night,Trespassing,Other,UNLAWFUL ENTRY OF MOTOR VEHICLE,OPEN CASE,WILLKIE EXTERIOR GROUNDS,"WILLKIE EXTERIOR GROUNDS, Bloomington, IN",39.1661675,-86.5106177
251488,2025-03-28 19:00:00,19,Friday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,SRSC,"SRSC, Bloomington, IN",39.1735239,-86.5124023
251486,2025-03-28 12:50:00,12,Friday,Day,Theft,Theft,THEFT FROM COIN OPERATED MACHINE LESS THAN $750,OPEN CASE,FOSTER HARPER HALL,"FOSTER HARPER HALL, Bloomington, IN",39.175024,-86.5181001
251485,2025-03-28 17:00:00,17,Friday,Day,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,BILL GARRETT FIELDHOUSE,"BILL GARRETT FIELDHOUSE, Bloomington, IN",39.1692551,-86.5208279
251483,2025-02-23 00:09:00,0,Sunday,Night,Stalking,Stalking,STALKING - CLERY,OPEN CASE,GLOBAL AND INTERNATIONAL STUDIES,"GLOBAL AND INTERNATIONAL STUDIES, Bloomington, IN",39.1700079,-86.5174222
251479,2025-03-22 13:00:00,13,Saturday,Day,Theft,Theft,THEFT FROM MOTOR VEHICLE LESS THAN $750,OPEN CASE,UNION STREET/NORTH OF 10TH,"UNION STREET/NORTH OF 10TH, Bloomington, IN",39.1716284,-86.5094556
251475,2025-03-26 03:17:00,3,Wednesday,Night,Assault,Assault,INTIMIDATION,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251475,2025-03-26 03:17:00,3,Wednesday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251474,2025-03-17 08:00:00,8,Monday,Day,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,PSYCHOLOGY BUILDING,"PSYCHOLOGY BUILDING, Bloomington, IN",39.172118,-86.5201017
251473,2025-03-28 09:00:00,9,Friday,Day,Larceny,Larceny,POSSESSION MARIJUANA/HASH OIL/HASHISH/SALVIA,OPEN CASE,WILLKIE NORTH,"WILLKIE NORTH, Bloomington, IN",39.1669726,-86.5106183
251472,2025-03-28 01:50:00,1,Friday,Night,Assault,Assault,BATTERY NO INJURY,OPEN CASE,EAGLESON AVE SOUTH OF 10TH ST,"EAGLESON AVE SOUTH OF 10TH ST, Bloomington, IN",39.1670668,-86.5160631
251472,2025-03-28 01:50:00,1,Friday,Night,Assault,Assault,INTIMIDATION,OPEN CASE,EAGLESON AVE SOUTH OF 10TH ST,"EAGLESON AVE SOUTH OF 10TH ST, Bloomington, IN",39.1670668,-86.5160631
251472,2025-03-28 01:50:00,1,Friday,Night,Misdemeanour,Other,ROBBERY,OPEN CASE,EAGLESON AVE SOUTH OF 10TH ST,"EAGLESON AVE SOUTH OF 10TH ST, Bloomington, IN",39.1670668,-86.5160631
251471,2025-03-28 02:00:00,2,Friday,Night,Assault,Assault,BATTERY WITH MINOR INJURY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,READ HALL,"READ HALL, Bloomington, IN",39.1660559,-86.5148922
251471,2025-03-28 02:00:00,2,Friday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,READ HALL,"READ HALL, Bloomington, IN",39.1660559,-86.5148922
251470,2025-03-15 10:00:00,10,Saturday,Day,Theft,Theft,ALL OTHER THEFT LESS THAN $750,OPEN CASE,EIGENMANN HALL EXTERIOR GROUNDS,"EIGENMANN HALL EXTERIOR GROUNDS, Bloomington, IN",39.1707441,-86.5083695
251459,2025-03-27 02:42:00,2,Thursday,Night,Larceny,Other,PUBLIC INTOXICATION BY ALCOHOL,SUSPECT ISSUED TRESPASS WARNING,COOK HALL,"COOK HALL, Bloomington, IN",39.1800852,-86.5209322
251459,2025-03-27 02:42:00,2,Thursday,Night,Theft,Other,BURGLARY,SUSPECT ISSUED TRESPASS WARNING,COOK HALL,"COOK HALL, Bloomington, IN",39.1800852,-86.5209322
251450,2025-03-26 16:55:00,16,Wednesday,Day,Voyeurism,Other,AERIAL VOYEURISM,NO ARREST,EIGENMANN HALL EXTERIOR GROUNDS,"EIGENMANN HALL EXTERIOR GROUNDS, Bloomington, IN",39.1707441,-86.5083695
251449,2025-03-26 14:20:00,14,Wednesday,Day,Theft,Theft,VEHICLE THEFT,UNFOUNDED,BALLANTINE HALL,"BALLANTINE HALL, Bloomington, IN",39.1661242,-86.5210412
251444,2025-03-25 21:00:00,21,Tuesday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,BILL GARRETT FIELDHOUSE,"BILL GARRETT FIELDHOUSE, Bloomington, IN",39.1692551,-86.5208279
251443,2025-03-24 18:30:00,18,Monday,Night,Theft,Theft,THEFT FROM MOTOR VEHICLE LESS THAN $750,OPEN CASE,3RD & UNION APPARTMENTS EXTERIOR GROUNDS,"3RD & UNION APPARTMENTS EXTERIOR GROUNDS, Bloomington, IN",39.1644791,-86.5101951
251441,2025-03-26 09:14:00,9,Wednesday,Day,Misdemeanour,Other,INVASION OF PRIVACY,SUSPECT ARRESTED,HODGE HALL (BUSINESS BUILDING),"HODGE HALL (BUSINESS BUILDING), Bloomington, IN",39.1723943,-86.5184268
251441,2025-03-26 09:14:00,9,Wednesday,Day,Misdemeanour,Other,RESISTING LAW ENFORCEMENT,SUSPECT ARRESTED,HODGE HALL (BUSINESS BUILDING),"HODGE HALL (BUSINESS BUILDING), Bloomington, IN",39.1723943,-86.5184268
251441,2025-03-26 09:14:00,9,Wednesday,Day,Trespassing,Trespassing,CRIMINAL TRESPASS,SUSPECT ARRESTED,HODGE HALL (BUSINESS BUILDING),"HODGE HALL (BUSINESS BUILDING), Bloomington, IN",39.1723943,-86.5184268
